az,el,[0],[7],[8],[12],[14],[16],[23],[24]
0.0,0.0,"0.48389536142349243,0.28630465269088745,-0.31512734293937683","0.553525447845459,0.2774803042411804,-0.08095372468233109","0.43810296058654785,0.2630217373371124,-0.011049842461943626","0.3655768930912018,0.5145611763000488,0.060914624482393265","0.23935547471046448,0.7262083888053894,-0.3141685128211975","0.339649498462677,0.6408018469810486,-0.8763389587402344","0.5251139998435974,1.1360641717910767,-0.03519246354699135","0.3706478178501129,1.055862545967102,0.034741759300231934"
0.0,0.0,"0.4871227741241455,0.28231504559516907,-0.37907567620277405","0.5555371046066284,0.27645882964134216,-0.11734376102685928","0.4396730959415436,0.2597666084766388,-0.09171939641237259","0.36717960238456726,0.5166212916374207,-0.012415020726621151","0.24199306964874268,0.7241950035095215,-0.39257705211639404","0.34486979246139526,0.6354528069496155,-0.9573216438293457","0.5249833464622498,1.1455581188201904,-0.03589733690023422","0.3712840676307678,1.0588456392288208,0.03537733480334282"
0.0,0.0,"0.4860747754573822,0.2790016531944275,-0.32485032081604004","0.5538761019706726,0.27087604999542236,-0.08666930347681046","0.4395635724067688,0.25471267104148865,-0.03373570367693901","0.3681650161743164,0.5147108435630798,0.039834730327129364","0.24137143790721893,0.7273005247116089,-0.3096258342266083","0.34623998403549194,0.6280409693717957,-0.8462084531784058","0.524976909160614,1.1432268619537354,-0.03143511340022087","0.37313559651374817,1.0597481727600098,0.03099285066127777"
0.0,0.0,"0.48511838912963867,0.27614521980285645,-0.35142648220062256","0.5505623817443848,0.2685662806034088,-0.11502492427825928","0.43878453969955444,0.25768259167671204,-0.07678793370723724","0.3688395619392395,0.5063589811325073,-0.007724403403699398","0.25486403703689575,0.7199048399925232,-0.37877342104911804","0.3542465269565582,0.6192915439605713,-0.9239153861999512","0.5258496999740601,1.1526440382003784,-0.030627569183707237","0.37352800369262695,1.0604114532470703,0.029856476932764053"
0.0,0.0,"0.48541051149368286,0.2843669354915619,-0.3199235200881958","0.5491501092910767,0.27205729484558105,-0.09850766509771347","0.43875831365585327,0.2649558484554291,-0.04641910642385483","0.36901986598968506,0.49783653020858765,0.006310356315225363","0.26839369535446167,0.706372857093811,-0.37933507561683655","0.35573476552963257,0.6148236393928528,-0.9236037135124207","0.5307286381721497,1.1597400903701782,-0.026506152004003525","0.37540823221206665,1.0626280307769775,0.026082415133714676"
0.0,0.0,"0.48533493280410767,0.2852661907672882,-0.28532320261001587","0.5459721684455872,0.27251681685447693,-0.08127289265394211","0.4402255415916443,0.26951828598976135,-0.007475356105715036","0.37296074628829956,0.5007759928703308,0.04655443876981735","0.28142455220222473,0.6845231652259827,-0.28854209184646606","0.351999968290329,0.5806558728218079,-0.8064888119697571","0.5362921953201294,1.1629574298858643,-0.02396010048687458","0.38799551129341125,1.06297767162323,0.023637257516384125"
0.0,0.0,"0.4852931499481201,0.3195551037788391,-0.21510641276836395","0.5414469242095947,0.30311310291290283,-0.05100565031170845","0.44224053621292114,0.30050039291381836,0.050230465829372406","0.38313576579093933,0.5234773755073547,0.10044072568416595","0.291022390127182,0.6543900966644287,-0.22236688435077667","0.36270153522491455,0.5323111414909363,-0.6963538527488708","0.5373769998550415,1.1623921394348145,-0.03940571844577789","0.3971962332725525,1.0580662488937378,0.03910204395651817"
0.0,0.0,"0.4852432310581207,0.3421325981616974,-0.22813312709331512","0.5366557836532593,0.3329562246799469,-0.06873897463083267","0.44063735008239746,0.32181400060653687,0.024862054735422134","0.3879517912864685,0.5367367267608643,0.07279635220766068","0.31838303804397583,0.6448994874954224,-0.2537188231945038","0.3637928068637848,0.49845775961875916,-0.7387987375259399","0.540124773979187,1.1511296033859253,-0.040709130465984344","0.4046769142150879,1.0494353771209717,0.040433935821056366"
0.0,0.0,"0.4851800799369812,0.36082595586776733,-0.2397189438343048","0.5340794920921326,0.35080868005752563,-0.056164003908634186","0.4403933584690094,0.3336811363697052,0.007618865929543972","0.3905400335788727,0.5546450018882751,0.03935449942946434","0.3262350559234619,0.6299261450767517,-0.3213542699813843","0.37161970138549805,0.42343658208847046,-0.8131564259529114","0.5398702621459961,1.165581464767456,-0.03024134412407875","0.4032490849494934,1.050255537033081,0.02988326922059059"
0.0,0.0,"0.4850166440010071,0.37444549798965454,-0.15092799067497253","0.5320709347724915,0.35813120007514954,0.04361943155527115","0.4390476644039154,0.35546863079071045,0.09025727212429047","0.393331378698349,0.5712097883224487,0.07976146042346954","0.3356320559978485,0.6270958781242371,-0.26934948563575745","0.3720654249191284,0.4220774471759796,-0.6920223236083984","0.5408061742782593,1.1677478551864624,-0.01767551898956299","0.40284785628318787,1.0525095462799072,0.01732310652732849"
0.0,0.0,"0.48497146368026733,0.3769491910934448,-0.19250944256782532","0.5315235257148743,0.35983267426490784,-0.007504703942686319","0.4389236867427826,0.3554812967777252,0.048162318766117096","0.3952859044075012,0.5728211402893066,0.057478196918964386","0.3342222571372986,0.6276938319206238,-0.28335005044937134","0.37160152196884155,0.40882614254951477,-0.704846978187561","0.540913462638855,1.1603878736495972,-0.017265498638153076","0.4045295715332031,1.0460474491119385,0.01691722497344017"
0.0,0.0,"0.48542532324790955,0.38034236431121826,-0.20481503009796143","0.5313639044761658,0.36274629831314087,-0.019901026040315628","0.4407191872596741,0.3550608158111572,0.035545092076063156","0.39690500497817993,0.5734072327613831,0.04860507696866989","0.33326035737991333,0.6314308047294617,-0.2987889051437378","0.3725404441356659,0.4169059693813324,-0.7399394512176514","0.5407466888427734,1.1524184942245483,-0.017257649451494217","0.4063132703304291,1.037613868713379,0.016910376027226448"
0.0,0.0,"0.48521876335144043,0.38405370712280273,-0.16439935564994812","0.5295575261116028,0.3668775260448456,0.012125321663916111","0.4403194785118103,0.3621818423271179,0.07863929122686386","0.3962019979953766,0.5774865746498108,0.07705811411142349","0.33206993341445923,0.6324597001075745,-0.28741979598999023","0.3728661835193634,0.43605220317840576,-0.7432578802108765","0.5400636792182922,1.1695042848587036,-0.01763165555894375","0.40563592314720154,1.0451014041900635,0.017265642061829567"
0.0,0.0,"0.484818696975708,0.3866342008113861,-0.1424892246723175","0.5285742282867432,0.3679488003253937,0.024056952446699142","0.4402208924293518,0.360574334859848,0.09769688546657562","0.3957541286945343,0.5748398900032043,0.1097899079322815","0.3326428532600403,0.6340585350990295,-0.23398825526237488","0.3723776638507843,0.44663119316101074,-0.7142590284347534","0.5398513078689575,1.1394819021224976,-0.01848018169403076","0.40530925989151,1.0374308824539185,0.018117306753993034"
0.0,0.0,"0.4847492575645447,0.3881763517856598,-0.13661889731884003","0.5281679034233093,0.3694891929626465,0.016794677823781967","0.44215551018714905,0.36468347907066345,0.10690722614526749","0.39550814032554626,0.5770733952522278,0.14040839672088623","0.3328152000904083,0.6356903314590454,-0.18041396141052246","0.3735477328300476,0.5169755220413208,-0.6547176241874695","0.5396048426628113,1.141945242881775,-0.03964466229081154","0.4055121839046478,1.0432045459747314,0.03926471248269081"
0.0,0.0,"0.4846944808959961,0.3862142264842987,-0.11502033472061157","0.5279334783554077,0.36784857511520386,0.04217955470085144","0.44203561544418335,0.3622279167175293,0.11946798861026764","0.39462754130363464,0.5756316781044006,0.1597713828086853","0.3344437777996063,0.6364497542381287,-0.1118236780166626","0.3777046799659729,0.5419235229492188,-0.5080289840698242","0.535904586315155,1.1412301063537598,-0.039116792380809784","0.4053380489349365,1.0439740419387817,0.03874780237674713"
0.0,0.0,"0.4832887649536133,0.384653776884079,-0.09383983165025711","0.5277978181838989,0.36701440811157227,0.059758514165878296","0.442085325717926,0.36242878437042236,0.15009984374046326","0.3944154381752014,0.577583909034729,0.1976633369922638","0.333996057510376,0.6390434503555298,-0.0754169374704361","0.37895041704177856,0.5538536906242371,-0.4741551876068115","0.5318268537521362,1.1386250257492065,-0.05744914337992668","0.4052281379699707,1.0436244010925293,0.05704253911972046"
0.0,0.0,"0.48318785429000854,0.38443392515182495,-0.23973658680915833","0.5277511477470398,0.36657461524009705,-0.022852078080177307","0.4420510232448578,0.36280038952827454,0.04437060281634331","0.3942827880382538,0.5806661248207092,0.19448097050189972","0.3389846980571747,0.6420283913612366,-0.09042345732450485","0.37918832898139954,0.6105589270591736,-0.41635507345199585","0.5313192009925842,1.151769757270813,-0.05147238448262215","0.3906390070915222,1.1060683727264404,0.05110211297869682"
0.0,0.0,"0.48312848806381226,0.38317981362342834,-0.2511528730392456","0.5276650190353394,0.36649811267852783,-0.03144052252173424","0.4416410028934479,0.36346137523651123,-0.0011303427163511515","0.3925972282886505,0.5818774104118347,0.05896102637052536","0.35275036096572876,0.6409477591514587,-0.2531144917011261","0.3792470693588257,0.6349875330924988,-0.6880961656570435","0.5313733816146851,1.1508060693740845,-0.027215201407670975","0.3881584703922272,1.1143584251403809,0.026966050267219543"
0.0,0.0,"0.48245328664779663,0.3822876513004303,-0.23862187564373016","0.5274547338485718,0.36615338921546936,-0.03585471957921982","0.4411850869655609,0.36455562710762024,0.010904880240559578","0.3925040364265442,0.5817413926124573,0.0626184344291687","0.35394972562789917,0.6440103650093079,-0.24516400694847107","0.37786975502967834,0.633094847202301,-0.7018182277679443","0.531342089176178,1.1495994329452515,-0.02722027525305748","0.38699501752853394,1.1126137971878052,0.026956472545862198"
0.0,0.0,"0.481758177280426,0.38166970014572144,-0.23755201697349548","0.5273911356925964,0.36604809761047363,-0.03788094222545624","0.4407818913459778,0.364066481590271,0.01624043472111225","0.3925105929374695,0.5810832381248474,0.06595157831907272","0.3539484441280365,0.6438403129577637,-0.23716577887535095","0.3779609501361847,0.6248425245285034,-0.6838199496269226","0.5310736298561096,1.152822732925415,-0.02707049809396267","0.38609403371810913,1.120593547821045,0.026782169938087463"
0.0,0.0,"0.48161062598228455,0.3812994956970215,-0.2370738536119461","0.5273826718330383,0.3663114309310913,-0.025048846378922462","0.44064974784851074,0.36407992243766785,0.02496335469186306","0.39219266176223755,0.5808840990066528,0.07253232598304749","0.3530504107475281,0.6476898789405823,-0.23398801684379578","0.37789279222488403,0.6165072917938232,-0.688724935054779","0.5308877825737,1.1559388637542725,-0.02715175412595272","0.3855860233306885,1.1246592998504639,0.026865163818001747"
0.0,0.0,"0.4814034402370453,0.3808514475822449,-0.20918972790241241","0.5273609161376953,0.36624225974082947,-0.006053806282579899","0.44049063324928284,0.3639741539955139,0.05293895676732063","0.3921569883823395,0.5805825591087341,0.11723879724740982","0.3480639159679413,0.6559350490570068,-0.11224603652954102","0.37797433137893677,0.6108710169792175,-0.4605948030948639","0.5296438932418823,1.1555900573730469,-0.03352803364396095","0.3967769145965576,1.0906716585159302,0.03321290388703346"
0.0,0.0,"0.4813966751098633,0.3804797828197479,-0.2005041539669037","0.5271382331848145,0.3665980100631714,0.0020381140056997538","0.440420925617218,0.3639267086982727,0.056549835950136185","0.3921143114566803,0.5748042464256287,0.12364902347326279","0.3474104702472687,0.65589839220047,-0.04774362966418266","0.37887445092201233,0.6102596521377563,-0.3123798072338104","0.5296517610549927,1.1507633924484253,-0.03274273872375488","0.3957778513431549,1.0981892347335815,0.032445259392261505"
0.0,0.0,"0.4813796877861023,0.38023841381073,-0.18476895987987518","0.5270729660987854,0.36697065830230713,0.0012502489844337106","0.4402402937412262,0.36381861567497253,0.0698636919260025","0.392508864402771,0.5691975355148315,0.14364638924598694","0.3453596532344818,0.6589218378067017,-0.04526485875248909","0.37699538469314575,0.6127892136573792,-0.36686813831329346","0.527912974357605,1.14236581325531,-0.042900945991277695","0.4009389281272888,1.0693693161010742,0.04259749874472618"
0.0,0.0,"0.4812993109226227,0.3800859749317169,-0.18608012795448303","0.5269888639450073,0.3670661449432373,-0.00958015862852335","0.4400491714477539,0.36368995904922485,0.06705175340175629","0.3927183747291565,0.5632238388061523,0.13444742560386658","0.34495168924331665,0.6656612157821655,-0.09595753252506256","0.3768879175186157,0.612176239490509,-0.4038836359977722","0.5253560543060303,1.1303218603134155,-0.04809955507516861","0.4012673795223236,1.0453522205352783,0.04777871444821358"
0.0,0.0,"0.4809357523918152,0.3801388740539551,-0.1653517484664917","0.5268219709396362,0.3670474588871002,0.0015932538080960512","0.4399963915348053,0.36384230852127075,0.07357102632522583","0.39277827739715576,0.563407301902771,0.1293976604938507","0.3433566391468048,0.6651679873466492,-0.12624666094779968","0.37855198979377747,0.611218273639679,-0.5265374183654785","0.5250566601753235,1.111274242401123,-0.04798535257577896","0.4018975794315338,1.024119257926941,0.04765249416232109"
0.0,0.0,"0.48096776008605957,0.38002726435661316,-0.17251484096050262","0.5266672372817993,0.366993248462677,0.0005716931191273034","0.4399675726890564,0.3636973202228546,0.07267023622989655","0.3932240903377533,0.5628715753555298,0.12291207164525986","0.3432583808898926,0.66501384973526,-0.19633325934410095","0.37859031558036804,0.5964110493659973,-0.6750198602676392","0.5252595543861389,1.1036276817321777,-0.04667769744992256","0.40409523248672485,1.0189013481140137,0.04634613171219826"
0.0,0.0,"0.47990161180496216,0.38013648986816406,-0.20054051280021667","0.5264716744422913,0.367006778717041,-0.015888195484876633","0.439929336309433,0.36413443088531494,0.04593019187450409","0.3932144343852997,0.563625693321228,0.08511032909154892","0.3431181013584137,0.6687443852424622,-0.22932550311088562","0.38071292638778687,0.5961072444915771,-0.6823114156723022","0.5254732370376587,1.1067397594451904,-0.0318228080868721","0.4037862718105316,1.0254409313201904,0.03149619325995445"
0.0,0.0,"0.4790627062320709,0.3806364834308624,-0.1812458634376526","0.5259212255477905,0.36717161536216736,-0.0059808772057294846","0.43991774320602417,0.3648894429206848,0.0520511195063591","0.39324840903282166,0.5640898942947388,0.088617242872715","0.3405912220478058,0.6698278188705444,-0.2266969382762909","0.38571006059646606,0.5923103094100952,-0.6692099571228027","0.5260500311851501,1.1091609001159668,-0.02741781249642372","0.4042724072933197,1.0246460437774658,0.027083242312073708"
0.0,0.0,"0.47893667221069336,0.3807239830493927,-0.17754092812538147","0.5252426862716675,0.3671860098838806,-0.004948189947754145","0.43990007042884827,0.36505189538002014,0.05794183537364006","0.393208771944046,0.5641447305679321,0.09069546312093735","0.3393382132053375,0.6697872877120972,-0.23295268416404724","0.38785383105278015,0.5857831835746765,-0.699346661567688","0.5256149768829346,1.1112151145935059,-0.02845129743218422","0.4040972590446472,1.0270311832427979,0.02810303494334221"
